district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
AL-02,14.464,59.600,39.90,Rep,52.80,48.94,Rep,37.59,38.83,Rep,53.87,27.27,Rep,75.18,14.36,Rep,99.90,14.46,Rep,99.90
AL-03,14.636,61.000,33.70,Rep,63.80,48.22,Rep,38.76,50.96,Rep,34.54,14.63,Rep,100.00,14.52,Rep,100.00,22.75,Rep,84.14
AL-04,27.171,80.400,52.65,Rep,48.80,78.45,Rep,13.87,52.10,Rep,48.84,29.43,Rep,95.28,25.95,Rep,97.29,25.46,Rep,96.48
AL-05,15.391,19.600,61.09,Rep,23.20,66.65,Rep,17.07,49.16,Rep,38.35,15.29,Rep,99.80,25.89,Rep,79.72,-6.53,Dem,60.44
AL-06,22.925,18.600,67.21,Rep,22.40,78.36,Rep,11.65,50.38,Rep,45.78,23.05,Rep,99.60,22.99,Rep,99.80,22.91,Rep,100.00
AL-07,-21.073,63.600,-54.46,Dem,36.80,-20.98,Dem,99.80,-53.33,Dem,38.76,-21.05,Dem,99.80,-20.98,Dem,99.80,-21.11,Dem,100.00
AK-01,7.456,61.800,45.98,Rep,34.40,35.67,Rep,49.20,-33.20,Dem,33.73,35.58,Rep,49.20,7.52,Rep,99.80,-10.02,Dem,68.47
AZ-01,0.902,64.800,-47.47,Dem,23.80,-51.48,Dem,19.88,-22.24,Dem,59.04,25.82,Rep,55.62,9.92,Rep,83.53,9.04,Rep,84.94
AZ-02,-0.875,71.800,-54.37,Dem,18.40,-21.20,Dem,63.45,30.45,Rep,45.98,-37.02,Dem,38.55,-1.05,Dem,99.60,-12.67,Dem,78.31
AZ-03,-13.529,22.400,-46.65,Dem,39.60,-42.09,Dem,46.99,-58.27,Dem,24.30,-45.33,Dem,41.77,-13.35,Dem,99.60,-13.51,Dem,99.80
AZ-04,18.767,19.200,54.39,Rep,35.20,75.63,Rep,11.66,57.52,Rep,29.75,18.92,Rep,99.70,18.94,Rep,99.70,18.74,Rep,99.90
AZ-05,12.655,4.400,42.36,Rep,46.00,36.36,Rep,55.22,35.61,Rep,56.63,36.15,Rep,55.82,8.83,Rep,92.97,12.55,Rep,100.00
AZ-06,7.826,19.800,40.77,Rep,42.20,-35.86,Dem,30.35,51.06,Rep,27.54,32.77,Rep,54.47,7.79,Rep,99.90,17.58,Rep,81.41
AZ-07,-22.882,55.000,-46.47,Dem,52.60,-63.06,Dem,26.71,-63.12,Dem,26.71,-26.52,Dem,92.57,-22.94,Dem,100.00,-22.89,Dem,100.00
AZ-08,11.462,20.800,-25.62,Dem,38.60,39.31,Rep,48.84,48.27,Rep,34.97,11.37,Rep,99.70,11.35,Rep,99.70,21.79,Rep,80.40
AZ-09,-5.138,53.400,-47.86,Dem,29.00,-48.08,Dem,28.71,-36.71,Dem,44.38,-32.68,Dem,51.00,-5.04,Dem,99.60,-21.18,Dem,70.48
AR-01,14.843,51.600,47.12,Rep,41.40,42.96,Rep,47.39,48.29,Rep,38.96,22.43,Rep,85.34,15.03,Rep,99.80,37.02,Rep,57.63
AR-02,5.797,33.600,19.48,Rep,75.40,41.78,Rep,37.79,-37.99,Dem,29.95,7.35,Rep,97.29,5.82,Rep,99.90,5.92,Rep,99.70
AR-03,16.340,63.600,47.19,Rep,43.20,67.29,Rep,17.09,55.40,Rep,30.35,37.78,Rep,58.49,33.16,Rep,67.14,31.55,Rep,70.35
AR-04,14.701,30.200,43.36,Rep,47.20,60.22,Rep,23.09,33.65,Rep,63.65,18.88,Rep,91.97,20.97,Rep,87.95,35.95,Rep,59.44
CA-01,9.045,26.400,38.98,Rep,46.60,44.02,Rep,38.39,58.47,Rep,20.50,40.61,Rep,43.62,9.11,Rep,99.90,8.98,Rep,99.90
CA-02,-21.656,57.800,-40.91,Dem,61.00,-64.73,Dem,23.52,-55.62,Dem,35.78,-21.69,Dem,99.90,-36.61,Dem,69.75,-28.86,Dem,85.23
CA-03,-5.994,54.800,40.26,Rep,27.80,-54.54,Dem,22.29,26.19,Rep,45.18,18.86,Rep,56.22,-20.77,Dem,72.89,17.06,Rep,59.24
CA-04,8.354,10.400,72.27,Rep,10.20,44.48,Rep,36.78,49.74,Rep,29.75,-10.18,Dem,66.93,8.56,Rep,99.70,14.83,Rep,88.04
CA-05,-21.470,63.200,-45.11,Dem,52.80,-53.95,Dem,37.99,-34.88,Dem,72.76,-20.29,Dem,97.69,-21.57,Dem,99.90,-21.40,Dem,99.90
CA-06,-21.044,55.200,-44.33,Dem,53.60,-61.91,Dem,26.33,-58.69,Dem,30.55,-22.28,Dem,97.49,-20.93,Dem,99.70,-23.82,Dem,94.47
CA-07,-3.871,64.800,-25.20,Dem,61.20,46.49,Rep,22.29,-44.94,Dem,31.33,-14.73,Dem,80.12,-3.99,Dem,99.80,-16.35,Dem,77.11
CA-08,7.368,46.800,-17.27,Dem,56.60,24.50,Rep,68.34,46.32,Rep,33.37,22.32,Rep,72.16,7.49,Rep,99.70,23.60,Rep,69.95
CA-09,-9.074,67.800,38.69,Rep,26.60,-35.59,Dem,51.66,-53.90,Dem,25.53,-24.79,Dem,70.75,-16.75,Dem,85.63,-37.63,Dem,48.24
CA-10,-1.588,39.200,-36.04,Dem,40.80,-43.19,Dem,31.33,40.22,Rep,31.33,-1.59,Dem,100.00,-1.35,Dem,99.40,-1.58,Dem,99.80
CA-11,-21.122,39.000,-47.74,Dem,47.60,-47.21,Dem,48.84,-57.00,Dem,33.17,-21.08,Dem,99.90,-19.49,Dem,96.68,-16.45,Dem,90.65
CA-12,-34.941,67.800,-34.83,Dem,99.80,-61.39,Dem,43.42,-58.31,Dem,49.05,-28.33,Dem,85.23,-32.25,Dem,93.87,-32.88,Dem,95.48
CA-13,-36.887,34.400,-53.70,Dem,61.60,-79.26,Dem,19.68,-46.75,Dem,77.31,-32.19,Dem,88.96,-49.77,Dem,70.48,-51.32,Dem,66.87
CA-14,-26.442,74.800,-41.20,Dem,68.60,-67.10,Dem,24.92,-59.06,Dem,36.18,-26.19,Dem,99.50,-34.64,Dem,82.41,-26.22,Dem,99.50
CA-15,-20.574,67.000,-51.16,Dem,41.00,-55.38,Dem,34.97,-58.02,Dem,31.16,-20.71,Dem,99.70,-31.23,Dem,78.59,-20.58,Dem,99.90
CA-16,-10.117,82.800,-43.22,Dem,40.80,-28.00,Dem,66.67,-42.90,Dem,41.57,-15.05,Dem,90.76,-10.11,Dem,99.80,-10.23,Dem,100.00
CA-17,-24.285,34.000,-40.18,Dem,67.00,-38.87,Dem,69.68,-50.35,Dem,47.79,-30.93,Dem,86.35,-32.07,Dem,83.73,-17.10,Dem,85.34
CA-18,-22.720,68.200,-37.06,Dem,70.40,-62.43,Dem,27.34,-50.33,Dem,45.63,-25.93,Dem,93.47,-22.83,Dem,99.90,-22.87,Dem,99.90
CA-19,-23.514,65.400,-69.99,Dem,19.20,-43.02,Dem,60.24,-63.90,Dem,26.31,-51.50,Dem,44.58,-23.54,Dem,100.00,-28.49,Dem,89.76
CA-20,-22.547,83.400,-53.92,Dem,39.40,-71.35,Dem,17.07,-54.12,Dem,38.96,-22.70,Dem,99.60,-22.41,Dem,99.80,-27.51,Dem,89.76
CA-21,-6.633,53.000,-51.24,Dem,26.20,-51.15,Dem,26.51,27.98,Rep,41.77,-6.57,Dem,99.60,3.15,Dem,82.13,-32.55,Dem,53.21
CA-22,6.170,34.800,-29.84,Dem,39.80,36.89,Rep,45.43,41.12,Rep,39.20,6.07,Rep,99.70,6.09,Rep,99.70,6.22,Rep,99.90
CA-23,11.947,39.600,48.42,Rep,36.20,50.28,Rep,32.73,42.56,Rep,44.18,-14.61,Dem,53.61,11.97,Rep,99.80,21.37,Rep,81.73
CA-24,-7.878,59.000,-48.06,Dem,31.20,-30.74,Dem,58.09,-33.35,Dem,53.47,-7.85,Dem,99.90,-10.70,Dem,94.67,-19.13,Dem,78.79
CA-25,-1.219,48.400,34.89,Rep,39.60,32.86,Rep,41.97,47.83,Rep,23.29,-16.30,Dem,72.49,2.17,Rep,93.98,14.23,Rep,72.09
CA-26,-8.107,61.800,-51.94,Dem,26.60,-30.20,Dem,59.30,-39.48,Dem,44.02,-37.13,Dem,47.64,-7.93,Dem,99.90,14.40,Rep,60.50
CA-27,-16.330,39.800,-61.53,Dem,22.60,-72.76,Dem,12.46,-59.31,Dem,25.33,-31.45,Dem,70.35,-36.35,Dem,61.11,-49.80,Dem,38.19
CA-28,-22.892,75.000,-38.03,Dem,69.00,-69.57,Dem,19.28,-32.58,Dem,80.12,-22.92,Dem,100.00,-24.32,Dem,97.19,-21.91,Dem,97.99
CA-29,-28.231,78.000,-49.59,Dem,55.00,-65.52,Dem,28.71,-71.96,Dem,20.88,-31.36,Dem,93.17,-28.33,Dem,99.80,-32.32,Dem,91.37
CA-30,-19.014,69.400,-52.77,Dem,36.80,-54.27,Dem,34.77,-52.64,Dem,37.19,-43.23,Dem,52.86,-28.34,Dem,81.21,-41.86,Dem,55.28
CA-31,-9.573,63.400,-52.27,Dem,27.60,16.56,Rep,54.67,-34.80,Dem,53.47,10.50,Rep,64.32,-9.46,Dem,99.70,3.47,Rep,76.18
CA-32,-17.785,48.000,-68.97,Dem,16.40,-58.22,Dem,28.14,-43.39,Dem,50.85,-16.82,Dem,98.09,-17.86,Dem,99.90,-23.17,Dem,89.45
CA-33,-16.320,59.400,-46.43,Dem,43.20,-32.97,Dem,67.34,-36.68,Dem,60.50,-46.48,Dem,43.42,-16.33,Dem,99.90,-16.28,Dem,99.90
CA-34,-33.496,44.800,-54.40,Dem,54.20,-37.00,Dem,92.17,-69.92,Dem,28.11,-33.38,Dem,99.40,-36.05,Dem,94.38,-33.50,Dem,100.00
CA-35,-19.045,66.400,-49.08,Dem,43.00,-52.76,Dem,37.15,-48.32,Dem,44.38,-18.92,Dem,99.40,-19.06,Dem,100.00,-19.13,Dem,100.00
CA-36,-2.927,61.600,21.86,Rep,57.00,24.83,Rep,51.61,-41.67,Dem,34.94,-2.93,Dem,100.00,-2.94,Dem,100.00,-31.68,Dem,49.60
CA-37,-34.791,48.200,-62.76,Dem,40.80,-59.25,Dem,47.24,-52.28,Dem,61.11,-34.89,Dem,99.90,-34.71,Dem,99.70,-23.40,Dem,74.77
CA-38,-17.679,38.400,-53.49,Dem,34.40,-55.16,Dem,32.33,-47.66,Dem,43.57,-45.49,Dem,46.99,-6.09,Dem,77.91,-43.89,Dem,49.80
CA-39,-1.210,39.600,30.10,Rep,46.80,-20.81,Dem,64.92,36.61,Rep,36.78,-23.68,Dem,59.90,-12.00,Dem,80.40,-17.45,Dem,70.55
CA-40,-31.935,66.400,-71.35,Dem,24.60,-45.73,Dem,69.35,-62.61,Dem,37.19,-23.32,Dem,81.41,-52.69,Dem,55.28,-45.09,Dem,70.75
CA-41,-13.439,39.800,-45.01,Dem,41.80,-35.92,Dem,57.29,-61.02,Dem,21.11,-13.47,Dem,99.70,-15.65,Dem,95.68,-10.40,Dem,94.27
CA-42,6.888,50.200,31.62,Rep,55.60,-31.40,Dem,36.95,47.30,Rep,31.53,-7.76,Dem,73.69,2.09,Rep,91.37,28.01,Rep,61.45
CA-43,-28.748,29.400,-61.85,Dem,34.40,-60.25,Dem,37.19,-55.42,Dem,45.43,-28.70,Dem,99.90,-28.72,Dem,99.90,-28.77,Dem,99.70
CA-44,-33.347,61.000,-43.03,Dem,78.00,-54.44,Dem,54.22,-49.16,Dem,64.86,-33.37,Dem,100.00,-33.31,Dem,99.80,-29.61,Dem,91.57
CA-45,1.568,65.800,31.47,Rep,48.40,-19.91,Dem,61.65,44.09,Rep,30.12,11.83,Rep,81.33,1.51,Rep,99.60,22.65,Rep,62.05
CA-46,-15.771,76.000,-46.51,Dem,42.60,-41.49,Dem,51.06,-71.81,Dem,13.07,-46.22,Dem,43.22,-15.65,Dem,99.50,-15.63,Dem,99.50
CA-47,-13.488,42.200,-24.76,Dem,78.20,-34.46,Dem,60.24,-45.36,Dem,41.57,-17.02,Dem,93.37,-13.59,Dem,100.00,-49.60,Dem,35.34
CA-48,2.636,40.600,40.17,Rep,36.80,36.69,Rep,41.37,-28.33,Dem,46.79,25.75,Rep,58.43,2.56,Rep,100.00,17.12,Rep,73.49
CA-49,-0.241,35.600,-34.72,Dem,41.00,21.80,Rep,60.70,-27.41,Dem,52.46,-29.76,Dem,48.64,-0.16,Dem,99.90,34.43,Rep,41.01
CA-50,9.583,26.800,-25.04,Dem,41.60,37.71,Rep,48.84,61.70,Rep,17.69,-10.76,Dem,63.72,9.43,Rep,99.70,46.91,Rep,34.77
CA-51,-21.972,63.600,-36.06,Dem,71.00,-39.53,Dem,64.46,-47.98,Dem,48.59,-20.24,Dem,96.59,-26.12,Dem,91.57,-22.02,Dem,100.00
CA-52,-7.358,80.200,-28.15,Dem,61.60,-53.33,Dem,24.50,28.64,Rep,40.16,-7.32,Dem,99.80,-7.29,Dem,99.80,19.45,Rep,53.41
CA-53,-15.023,62.600,-37.46,Dem,56.80,-55.89,Dem,28.34,-42.20,Dem,48.84,-18.83,Dem,92.46,-25.10,Dem,80.20,-35.13,Dem,61.31
CO-01,-21.148,55.800,-52.93,Dem,39.20,-48.63,Dem,46.39,-55.53,Dem,35.54,-21.02,Dem,99.60,-7.24,Dem,73.09,-28.51,Dem,85.14
CO-02,-10.138,40.000,-56.28,Dem,23.40,-42.47,Dem,41.81,-59.76,Dem,19.90,10.28,Rep,63.52,-20.20,Dem,81.01,-10.20,Dem,99.90
CO-03,4.635,33.000,-37.30,Dem,32.00,51.72,Rep,23.90,44.10,Rep,33.13,-9.05,Dem,75.30,0.31,Rep,91.97,8.87,Rep,91.97
CO-04,10.799,9.200,51.69,Rep,30.20,34.68,Rep,55.62,47.76,Rep,34.94,35.94,Rep,53.61,10.64,Rep,99.80,24.67,Rep,73.69
CO-05,11.401,14.400,40.52,Rep,47.40,-27.54,Dem,36.14,56.39,Rep,24.30,41.87,Rep,44.38,11.49,Rep,99.80,-13.78,Dem,55.62
CO-06,-3.533,57.600,-37.44,Dem,41.20,26.30,Rep,48.59,-38.23,Dem,40.16,-3.66,Dem,99.80,-3.65,Dem,99.80,22.17,Rep,54.82
CO-07,-6.925,60.600,-56.28,Dem,20.80,21.51,Rep,50.85,-49.02,Dem,29.15,-6.91,Dem,99.90,-26.95,Dem,62.91,-9.49,Dem,95.08
CT-01,-12.604,49.600,-32.26,Dem,62.80,-42.64,Dem,44.98,-52.30,Dem,30.72,-12.62,Dem,100.00,-23.76,Dem,78.92,-42.17,Dem,45.78
CT-02,-4.053,46.600,27.90,Rep,46.20,-35.31,Dem,45.23,32.90,Rep,38.19,29.70,Rep,42.81,-4.19,Dem,99.90,-27.10,Dem,58.49
CT-03,-10.493,43.600,-37.42,Dem,50.40,-59.66,Dem,20.28,-44.39,Dem,39.76,-10.42,Dem,99.80,-10.08,Dem,99.00,-10.42,Dem,99.80
CT-04,-8.527,70.400,-54.65,Dem,24.00,-41.76,Dem,41.21,-47.20,Dem,33.37,-8.63,Dem,99.90,-8.47,Dem,99.90,-8.61,Dem,99.90
CT-05,-3.074,44.600,27.91,Rep,47.60,-45.22,Dem,30.35,-45.30,Dem,30.15,-27.83,Dem,56.08,-3.05,Dem,99.90,-20.02,Dem,69.35
DE-01,-7.603,53.800,-30.34,Dem,58.20,-37.05,Dem,47.24,-35.83,Dem,49.25,18.65,Rep,54.47,-7.64,Dem,99.70,-38.79,Dem,44.22
FL-01,19.596,25.600,50.46,Rep,41.80,50.47,Rep,41.16,43.39,Rep,53.21,19.73,Rep,99.40,27.57,Rep,83.73,19.84,Rep,99.20
FL-02,17.782,35.400,42.34,Rep,52.80,70.40,Rep,15.06,50.85,Rep,38.15,36.53,Rep,62.85,19.48,Rep,96.18,17.74,Rep,100.00
FL-03,8.090,11.200,44.13,Rep,37.80,-19.17,Dem,52.66,43.89,Rep,37.39,8.19,Rep,99.70,7.94,Rep,99.90,14.17,Rep,88.64
FL-04,14.108,52.000,19.07,Rep,90.80,36.44,Rep,57.43,65.83,Rep,16.87,14.06,Rep,100.00,21.24,Rep,86.35,14.07,Rep,100.00
FL-05,-12.671,75.600,-27.86,Dem,70.80,-27.69,Dem,71.36,-55.47,Dem,26.93,-27.66,Dem,71.56,-12.74,Dem,99.90,-12.69,Dem,99.90
FL-06,8.743,44.000,47.52,Rep,33.60,25.69,Rep,68.07,46.52,Rep,34.34,31.04,Rep,58.63,8.74,Rep,100.00,39.79,Rep,44.38
FL-07,-3.816,78.000,-33.46,Dem,47.40,-58.19,Dem,17.09,-43.44,Dem,32.96,13.51,Rep,68.94,-3.93,Dem,99.50,-18.08,Dem,73.57
FL-08,10.534,30.000,48.81,Rep,33.80,25.27,Rep,72.09,53.60,Rep,27.11,10.55,Rep,99.60,15.95,Rep,89.56,10.50,Rep,100.00
FL-09,-6.442,44.200,-25.64,Dem,64.80,-23.39,Dem,69.08,-40.30,Dem,40.96,-6.47,Dem,100.00,-6.52,Dem,100.00,-6.30,Dem,99.60
FL-10,-13.485,60.600,-42.20,Dem,46.40,-49.34,Dem,35.58,-34.37,Dem,60.50,5.28,Rep,66.13,-13.49,Dem,99.90,-20.39,Dem,86.83
FL-11,16.002,37.200,59.69,Rep,25.60,38.08,Rep,57.69,37.87,Rep,58.09,16.02,Rep,99.90,16.07,Rep,99.90,11.30,Rep,91.06
FL-12,9.455,44.800,55.77,Rep,24.20,22.78,Rep,74.90,47.13,Rep,34.34,6.98,Rep,95.58,9.48,Rep,99.80,-14.54,Dem,57.83
FL-13,-1.568,63.200,-27.24,Dem,54.20,-48.20,Dem,25.33,-44.07,Dem,30.15,-21.89,Dem,63.52,-1.73,Dem,99.90,-19.34,Dem,67.94
FL-14,-9.146,38.800,-51.18,Dem,28.60,-50.75,Dem,29.15,-54.64,Dem,24.72,-40.33,Dem,44.02,-9.07,Dem,99.70,-29.06,Dem,63.12
FL-15,5.098,32.800,25.14,Rep,64.00,16.49,Rep,78.92,-27.79,Dem,44.38,22.81,Rep,67.67,5.13,Rep,99.80,19.06,Rep,74.30
FL-16,5.490,46.600,35.60,Rep,47.40,39.13,Rep,41.16,37.00,Rep,44.58,34.66,Rep,47.99,5.52,Rep,99.80,5.57,Rep,99.80
FL-17,13.649,17.600,46.13,Rep,41.20,37.79,Rep,54.42,55.93,Rep,27.11,19.68,Rep,88.35,16.30,Rep,94.78,41.84,Rep,47.39
FL-18,4.779,38.000,-34.70,Dem,35.00,22.45,Rep,67.47,43.40,Rep,34.34,-17.98,Dem,60.04,9.69,Rep,90.56,41.90,Rep,36.35
FL-19,11.110,31.800,44.67,Rep,40.40,70.44,Rep,11.65,41.27,Rep,44.98,-8.91,Dem,64.26,14.14,Rep,94.38,32.00,Rep,60.84
FL-20,-29.540,44.400,-54.90,Dem,47.20,-55.09,Dem,47.04,-48.02,Dem,60.50,-29.49,Dem,99.90,-29.52,Dem,99.90,-27.76,Dem,96.28
FL-21,-9.703,45.400,-50.09,Dem,30.60,-35.92,Dem,52.26,-38.53,Dem,47.84,-9.67,Dem,99.70,-9.69,Dem,99.90,-46.79,Dem,35.38
FL-22,-7.946,43.000,22.10,Rep,49.40,-56.29,Dem,21.71,25.75,Rep,43.42,-8.18,Dem,99.70,-21.84,Dem,74.17,-28.21,Dem,62.71
FL-23,-13.070,46.200,-36.28,Dem,56.00,18.25,Rep,46.63,-47.72,Dem,37.59,-30.24,Dem,67.34,-13.03,Dem,99.90,-22.54,Dem,81.81
FL-24,-31.657,65.000,-51.99,Dem,56.20,-51.38,Dem,57.49,-60.12,Dem,41.41,-35.07,Dem,92.66,-26.05,Dem,87.64,-31.82,Dem,99.70
FL-25,0.916,53.400,35.88,Rep,41.00,-31.02,Dem,45.23,-40.66,Dem,31.96,33.64,Rep,43.62,0.83,Rep,99.70,14.47,Rep,75.38
FL-26,-8.073,51.800,-41.36,Dem,41.00,15.91,Rep,57.83,-28.22,Dem,63.05,-27.77,Dem,63.86,-7.92,Dem,99.40,19.27,Rep,52.61
FL-27,-9.876,50.400,-31.90,Dem,58.80,13.08,Rep,59.44,-42.69,Dem,41.57,3.35,Rep,75.90,-9.94,Dem,99.80,-9.96,Dem,99.80
GA-01,7.137,20.200,-32.02,Dem,35.60,40.05,Rep,41.97,49.94,Rep,28.31,9.25,Rep,96.18,7.04,Rep,99.60,46.73,Rep,32.53
GA-02,-7.325,61.600,-43.64,Dem,37.00,42.08,Rep,23.92,-24.75,Dem,67.94,-7.31,Dem,99.90,-7.42,Dem,99.90,-35.43,Dem,49.65
GA-03,16.002,22.400,50.38,Rep,37.60,50.02,Rep,37.55,31.34,Rep,70.08,31.46,Rep,69.88,10.55,Rep,89.56,16.04,Rep,99.80
GA-04,-24.407,54.400,-54.84,Dem,40.20,-81.81,Dem,10.05,-42.94,Dem,61.91,-30.50,Dem,87.44,-22.02,Dem,95.08,-20.95,Dem,92.86
GA-05,-32.947,44.800,-47.10,Dem,68.20,-57.12,Dem,48.44,-56.42,Dem,49.85,-32.89,Dem,99.90,-32.94,Dem,99.90,-33.01,Dem,99.90
GA-06,6.362,45.000,37.72,Rep,45.40,42.26,Rep,37.59,39.95,Rep,41.21,28.85,Rep,58.89,6.42,Rep,99.70,11.53,Rep,90.45
GA-07,7.107,18.400,27.83,Rep,62.60,-28.24,Dem,40.96,-36.07,Dem,30.72,39.33,Rep,42.97,6.98,Rep,99.80,30.07,Rep,58.23
GA-08,13.224,26.200,31.39,Rep,65.80,44.47,Rep,42.97,45.37,Rep,41.37,38.15,Rep,53.21,18.49,Rep,89.76,20.48,Rep,85.94
GA-09,27.739,35.800,58.89,Rep,39.00,27.86,Rep,99.90,50.99,Rep,52.06,23.71,Rep,91.46,29.63,Rep,96.08,27.75,Rep,99.90
GA-10,12.869,8.200,25.90,Rep,75.60,60.11,Rep,21.69,55.05,Rep,27.51,40.25,Rep,49.20,10.29,Rep,95.18,49.68,Rep,34.54
GA-11,15.028,15.800,35.77,Rep,61.00,78.02,Rep,8.64,43.72,Rep,46.43,14.99,Rep,99.70,15.13,Rep,99.90,20.73,Rep,89.05
GA-12,7.067,12.400,-26.24,Dem,43.80,-29.97,Dem,38.76,55.49,Rep,21.89,16.26,Rep,82.73,26.08,Rep,64.86,9.92,Rep,94.58
GA-13,-20.406,80.200,-38.51,Dem,63.60,-57.53,Dem,31.73,-66.97,Dem,20.28,-20.36,Dem,99.80,-16.39,Dem,91.97,-20.54,Dem,100.00
GA-14,24.505,18.600,39.84,Rep,68.80,56.27,Rep,38.19,42.60,Rep,62.71,24.47,Rep,99.90,24.45,Rep,99.90,30.67,Rep,86.83
HI-01,-18.146,96.000,-37.65,Dem,61.60,-38.44,Dem,60.24,-51.48,Dem,37.95,-45.97,Dem,46.79,-18.22,Dem,100.00,-47.98,Dem,43.57
HI-02,-18.962,82.200,-42.34,Dem,54.00,-52.29,Dem,37.75,-58.36,Dem,28.92,-19.04,Dem,100.00,-18.85,Dem,99.60,-20.71,Dem,96.79
ID-01,17.895,24.600,17.94,Rep,99.60,34.79,Rep,66.53,49.54,Rep,40.40,10.19,Rep,85.23,17.80,Rep,99.70,18.07,Rep,99.50
ID-02,14.259,71.000,68.14,Rep,15.80,28.55,Rep,72.36,52.72,Rep,31.76,48.36,Rep,37.99,14.61,Rep,99.50,14.26,Rep,99.90
IL-01,-26.870,56.200,-48.02,Dem,56.00,-71.70,Dem,20.10,-47.97,Dem,56.28,-26.68,Dem,99.70,-22.63,Dem,91.06,-26.93,Dem,99.70
IL-02,-28.848,63.200,-79.76,Dem,13.80,-44.86,Dem,65.53,-51.68,Dem,52.06,-28.91,Dem,99.90,-25.66,Dem,93.07,-33.51,Dem,89.85
IL-03,-7.368,70.800,30.10,Rep,39.00,-50.98,Dem,27.34,22.48,Rep,48.84,-32.30,Dem,54.67,-23.14,Dem,70.75,-15.55,Dem,84.82
IL-04,-31.380,51.600,-31.28,Dem,99.80,-63.58,Dem,35.14,-58.84,Dem,42.97,-21.68,Dem,79.12,-31.54,Dem,99.60,-31.29,Dem,99.80
IL-05,-19.839,75.000,-55.71,Dem,33.60,-68.77,Dem,17.89,-53.07,Dem,37.59,-20.02,Dem,99.70,-19.97,Dem,99.90,-50.05,Dem,42.21
IL-06,0.346,32.400,-21.88,Dem,60.00,-26.46,Dem,52.81,-47.09,Dem,24.90,-22.24,Dem,59.84,-16.95,Dem,68.88,26.13,Rep,54.42
IL-07,-35.525,70.200,-35.47,Dem,99.80,-35.60,Dem,99.80,-57.21,Dem,52.41,-33.70,Dem,95.58,-35.40,Dem,99.40,-19.94,Dem,66.06
IL-08,-9.603,59.600,-45.49,Dem,36.60,-45.66,Dem,36.55,-28.04,Dem,65.66,-45.19,Dem,37.35,-33.77,Dem,55.42,-33.88,Dem,55.22
IL-09,-18.827,25.800,-38.35,Dem,61.40,-44.70,Dem,50.20,-47.96,Dem,44.58,-26.32,Dem,85.14,-18.86,Dem,100.00,-18.78,Dem,99.60
IL-10,-11.442,88.600,-43.55,Dem,41.80,-71.74,Dem,10.85,-46.78,Dem,37.19,-12.05,Dem,98.69,-11.37,Dem,99.70,8.47,Rep,64.32
IL-11,-10.107,76.000,-45.44,Dem,37.40,-38.11,Dem,49.20,-40.87,Dem,44.58,-14.37,Dem,92.17,-10.02,Dem,99.60,-37.59,Dem,50.00
IL-12,3.349,58.400,30.22,Rep,53.20,46.77,Rep,28.74,-36.14,Dem,34.97,-17.98,Dem,62.11,13.38,Rep,81.61,-5.75,Dem,83.22
IL-13,1.448,53.400,-26.43,Dem,51.40,-48.20,Dem,22.69,30.73,Rep,48.59,-17.16,Dem,66.67,1.60,Rep,99.40,18.70,Rep,68.47
IL-14,3.533,13.600,34.07,Rep,47.20,51.71,Rep,23.12,27.05,Rep,57.69,16.20,Rep,76.58,3.70,Rep,99.70,20.99,Rep,68.34
IL-15,18.845,63.800,60.26,Rep,27.40,52.53,Rep,37.19,53.31,Rep,36.18,23.79,Rep,90.05,19.02,Rep,99.70,29.78,Rep,78.19
IL-16,6.204,61.600,30.78,Rep,55.80,35.43,Rep,47.99,54.58,Rep,22.29,45.20,Rep,33.33,7.62,Rep,97.19,8.41,Rep,95.78
IL-17,-4.070,63.800,28.34,Rep,45.40,44.54,Rep,24.32,-32.08,Dem,50.05,9.99,Rep,74.77,-18.28,Dem,73.97,8.32,Rep,77.59
IL-18,12.965,40.000,36.66,Rep,55.80,48.80,Rep,35.94,52.56,Rep,30.52,13.13,Rep,99.40,13.19,Rep,99.40,12.87,Rep,100.00
IN-01,-9.180,44.000,-33.35,Dem,55.20,-50.76,Dem,29.15,-35.56,Dem,51.86,-31.57,Dem,58.69,-9.24,Dem,99.90,-9.13,Dem,99.90
IN-02,9.420,41.200,38.77,Rep,47.40,-15.63,Dem,56.28,43.04,Rep,40.20,22.13,Rep,76.18,9.47,Rep,99.70,9.57,Rep,99.70
IN-03,15.286,21.000,48.88,Rep,39.40,40.39,Rep,52.66,39.43,Rep,54.07,47.21,Rep,41.21,15.32,Rep,99.90,46.53,Rep,42.21
IN-04,14.611,50.000,53.66,Rep,31.60,27.71,Rep,74.50,65.86,Rep,17.07,14.45,Rep,100.00,14.55,Rep,100.00,14.56,Rep,100.00
IN-05,7.246,49.800,36.08,Rep,48.80,38.27,Rep,44.62,41.89,Rep,39.20,-15.72,Dem,59.50,11.62,Rep,92.06,-14.95,Dem,60.70
